id,name,type_1,type_2,height,weight,category,abilities,habitat,color,is_legendary,is_mythical,evolution_chain
934,garganacl,Rock,,23,2400,garganacl,"['purifying-salt', 'sturdy', 'clear-body']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/489/
935,charcadet,Fire,,6,105,charcadet,"['flash-fire', 'flame-body']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/490/
936,armarouge,Fire,Psychic,15,850,armarouge,"['flash-fire', 'weak-armor']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/490/
937,ceruledge,Fire,Ghost,16,620,ceruledge,"['flash-fire', 'weak-armor']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/490/
938,tadbulb,Electric,,3,4,tadbulb,"['own-tempo', 'static', 'damp']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/491/
939,bellibolt,Electric,,12,1130,bellibolt,"['electromorphosis', 'static', 'damp']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/491/
940,wattrel,Electric,Flying,4,36,wattrel,"['wind-power', 'volt-absorb', 'competitive']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/492/
941,kilowattrel,Electric,Flying,14,386,kilowattrel,"['wind-power', 'volt-absorb', 'competitive']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/492/
942,maschiff,Dark,,5,160,maschiff,"['intimidate', 'run-away', 'stakeout']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/493/
943,mabosstiff,Dark,,11,610,mabosstiff,"['intimidate', 'guard-dog', 'stakeout']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/493/
944,shroodle,Poison,Normal,2,7,shroodle,"['unburden', 'pickpocket', 'prankster']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/494/
945,grafaiai,Poison,Normal,7,272,grafaiai,"['unburden', 'poison-touch', 'prankster']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/494/
946,bramblin,Grass,Ghost,6,6,bramblin,"['wind-rider', 'infiltrator']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/495/
947,brambleghast,Grass,Ghost,12,60,brambleghast,"['wind-rider', 'infiltrator']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/495/
948,toedscool,Ground,Grass,9,330,toedscool,"['mycelium-might', 'mycelium-might']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/496/
949,toedscruel,Ground,Grass,19,580,toedscruel,"['mycelium-might', 'mycelium-might']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/496/
950,klawf,Rock,,13,790,klawf,"['anger-shell', 'shell-armor', 'regenerator']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/497/
951,capsakid,Grass,,3,30,capsakid,"['chlorophyll', 'insomnia', 'klutz']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/498/
952,scovillain,Grass,Fire,9,150,scovillain,"['chlorophyll', 'insomnia', 'moody']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/498/
953,rellor,Bug,,2,10,rellor,"['compound-eyes', 'shed-skin']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/499/
954,rabsca,Bug,Psychic,3,35,rabsca,"['synchronize', 'telepathy']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/499/
955,flittle,Psychic,,2,15,flittle,"['anticipation', 'frisk', 'speed-boost']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/500/
956,espathra,Psychic,,19,900,espathra,"['opportunist', 'frisk', 'speed-boost']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/500/
957,tinkatink,Fairy,Steel,4,89,tinkatink,"['mold-breaker', 'own-tempo', 'pickpocket']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/501/
958,tinkatuff,Fairy,Steel,7,591,tinkatuff,"['mold-breaker', 'own-tempo', 'pickpocket']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/501/
959,tinkaton,Fairy,Steel,7,1128,tinkaton,"['mold-breaker', 'own-tempo', 'pickpocket']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/501/
960,wiglett,Water,,12,18,wiglett,"['gooey', 'rattled', 'sand-veil']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/502/
961,wugtrio,Water,,12,54,wugtrio,"['gooey', 'rattled', 'sand-veil']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/502/
962,bombirdier,Flying,Dark,15,429,bombirdier,"['big-pecks', 'keen-eye', 'rocky-payload']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/503/
963,finizen,Water,,13,602,finizen,"['water-veil', 'water-veil']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/504/
964,palafin-zero,Water,,13,602,palafin,"['zero-to-hero', 'zero-to-hero']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/504/
965,varoom,Steel,Poison,10,350,varoom,"['overcoat', 'slow-start']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/505/
966,revavroom,Steel,Poison,18,1200,revavroom,"['overcoat', 'filter']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/505/
967,cyclizar,Dragon,Normal,16,630,cyclizar,"['shed-skin', 'regenerator']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/506/
968,orthworm,Steel,,25,3100,orthworm,"['earth-eater', 'sand-veil']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/507/
969,glimmet,Rock,Poison,7,80,glimmet,"['toxic-debris', 'corrosion']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/508/
970,glimmora,Rock,Poison,15,450,glimmora,"['toxic-debris', 'corrosion']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/508/
971,greavard,Ghost,,6,350,greavard,"['pickup', 'fluffy']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/509/
972,houndstone,Ghost,,20,150,houndstone,"['sand-rush', 'fluffy']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/509/
973,flamigo,Flying,Fighting,16,370,flamigo,"['scrappy', 'tangled-feet', 'costar']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/510/
974,cetoddle,Ice,,12,450,cetoddle,"['thick-fat', 'snow-cloak', 'sheer-force']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/511/
975,cetitan,Ice,,45,7000,cetitan,"['thick-fat', 'slush-rush', 'sheer-force']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/511/
976,veluza,Water,Psychic,25,900,veluza,"['mold-breaker', 'sharpness']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/512/
977,dondozo,Water,,120,2200,dondozo,"['unaware', 'oblivious', 'water-veil']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/513/
978,tatsugiri-curly,Dragon,Water,3,80,tatsugiri,"['commander', 'storm-drain']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/514/
979,annihilape,Fighting,Ghost,12,560,annihilape,"['vital-spirit', 'inner-focus', 'defiant']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/24/
980,clodsire,Poison,Ground,18,2230,clodsire,"['poison-point', 'water-absorb', 'unaware']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/96/
981,farigiraf,Normal,Psychic,32,1600,farigiraf,"['cud-chew', 'armor-tail', 'sap-sipper']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/101/
982,dudunsparce-two-segment,Normal,,36,392,dudunsparce,"['serene-grace', 'run-away', 'rattled']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/103/
983,kingambit,Dark,Steel,20,1200,kingambit,"['defiant', 'supreme-overlord', 'pressure']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/317/
984,great-tusk,Ground,Fighting,22,3200,great-tusk,['protosynthesis'],,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/515/
985,scream-tail,Fairy,Psychic,12,80,scream-tail,['protosynthesis'],,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/516/
986,brute-bonnet,Grass,Dark,12,210,brute-bonnet,['protosynthesis'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/517/
987,flutter-mane,Ghost,Fairy,14,40,flutter-mane,['protosynthesis'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/518/
988,slither-wing,Bug,Fighting,32,920,slither-wing,['protosynthesis'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/519/
989,sandy-shocks,Electric,Ground,23,600,sandy-shocks,['protosynthesis'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/520/
990,iron-treads,Ground,Steel,9,2400,iron-treads,['quark-drive'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/521/
991,iron-bundle,Ice,Water,6,110,iron-bundle,['quark-drive'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/522/
992,iron-hands,Fighting,Electric,18,3807,iron-hands,['quark-drive'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/523/
993,iron-jugulis,Dark,Flying,13,1110,iron-jugulis,['quark-drive'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/524/
994,iron-moth,Fire,Poison,12,360,iron-moth,['quark-drive'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/525/
995,iron-thorns,Rock,Electric,16,3030,iron-thorns,['quark-drive'],,green,False,False,https://pokeapi.co/api/v2/evolution-chain/526/
996,frigibax,Dragon,Ice,5,170,frigibax,"['thermal-exchange', 'ice-body']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/527/
997,arctibax,Dragon,Ice,8,300,arctibax,"['thermal-exchange', 'ice-body']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/527/
998,baxcalibur,Dragon,Ice,21,2100,baxcalibur,"['thermal-exchange', 'ice-body']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/527/
999,gimmighoul,Ghost,,3,50,gimmighoul,['rattled'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/528/
1000,gholdengo,Steel,Ghost,12,300,gholdengo,['good-as-gold'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/528/
1001,wo-chien,Dark,Grass,15,742,wo-chien,['tablets-of-ruin'],,brown,True,False,https://pokeapi.co/api/v2/evolution-chain/529/
1002,chien-pao,Dark,Ice,19,1522,chien-pao,['sword-of-ruin'],,white,True,False,https://pokeapi.co/api/v2/evolution-chain/530/
1003,ting-lu,Dark,Ground,27,6997,ting-lu,['vessel-of-ruin'],,brown,True,False,https://pokeapi.co/api/v2/evolution-chain/531/
1004,chi-yu,Dark,Fire,4,49,chi-yu,['beads-of-ruin'],,red,True,False,https://pokeapi.co/api/v2/evolution-chain/532/
1005,roaring-moon,Dragon,Dark,20,3800,roaring-moon,['protosynthesis'],,green,False,False,https://pokeapi.co/api/v2/evolution-chain/533/
1006,iron-valiant,Fairy,Fighting,14,350,iron-valiant,['quark-drive'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/534/
1007,koraidon,Fighting,Dragon,25,3030,koraidon,['orichalcum-pulse'],,red,True,False,https://pokeapi.co/api/v2/evolution-chain/535/
1008,miraidon,Electric,Dragon,35,2400,miraidon,['hadron-engine'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/536/
1009,walking-wake,Water,Dragon,35,2800,walking-wake,['protosynthesis'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/537/
1010,iron-leaves,Grass,Psychic,15,1250,iron-leaves,['quark-drive'],,green,False,False,https://pokeapi.co/api/v2/evolution-chain/538/
1011,dipplin,Grass,Dragon,4,97,dipplin,"['supersweet-syrup', 'gluttony', 'sticky-hold']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/442/
1012,poltchageist,Grass,Ghost,1,11,poltchageist,"['hospitality', 'heatproof']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/539/
1013,sinistcha,Grass,Ghost,2,22,sinistcha,"['hospitality', 'heatproof']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/539/
1014,okidogi,Poison,Fighting,18,922,okidogi,"['toxic-chain', 'guard-dog']",,black,True,False,https://pokeapi.co/api/v2/evolution-chain/540/
1015,munkidori,Poison,Psychic,10,122,munkidori,"['toxic-chain', 'frisk']",,black,True,False,https://pokeapi.co/api/v2/evolution-chain/541/
1016,fezandipiti,Poison,Fairy,14,301,fezandipiti,"['toxic-chain', 'technician']",,black,True,False,https://pokeapi.co/api/v2/evolution-chain/542/
1017,ogerpon,Grass,,12,398,ogerpon,['defiant'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/543/
1018,archaludon,Steel,Dragon,20,600,archaludon,"['stamina', 'sturdy', 'stalwart']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/465/
1019,hydrapple,Grass,Dragon,18,930,hydrapple,"['supersweet-syrup', 'regenerator', 'sticky-hold']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/442/
1020,gouging-fire,Fire,Dragon,35,5900,gouging-fire,['protosynthesis'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/544/
1021,raging-bolt,Electric,Dragon,52,4800,raging-bolt,['protosynthesis'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/545/
1022,iron-boulder,Rock,Psychic,15,1625,iron-boulder,['quark-drive'],,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/547/
1023,iron-crown,Steel,Psychic,16,1560,iron-crown,['quark-drive'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/546/
1024,terapagos,Normal,,2,65,terapagos,['tera-shift'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/548/
1025,pecharunt,Poison,Ghost,3,3,pecharunt,['poison-puppeteer'],,purple,False,True,https://pokeapi.co/api/v2/evolution-chain/549/
10001,deoxys-attack,Psychic,,17,608,deoxys,['pressure'],rare,red,False,True,https://pokeapi.co/api/v2/evolution-chain/202/
10002,deoxys-defense,Psychic,,17,608,deoxys,['pressure'],rare,red,False,True,https://pokeapi.co/api/v2/evolution-chain/202/
10003,deoxys-speed,Psychic,,17,608,deoxys,['pressure'],rare,red,False,True,https://pokeapi.co/api/v2/evolution-chain/202/
10004,wormadam-sandy,Bug,Ground,5,65,wormadam,"['anticipation', 'overcoat']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/213/
10005,wormadam-trash,Bug,Steel,5,65,wormadam,"['anticipation', 'overcoat']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/213/
10006,shaymin-sky,Grass,Flying,4,52,shaymin,['serene-grace'],,green,False,True,https://pokeapi.co/api/v2/evolution-chain/253/
10007,giratina-origin,Ghost,Dragon,69,6500,giratina,['levitate'],,black,True,False,https://pokeapi.co/api/v2/evolution-chain/248/
10008,rotom-heat,Electric,Fire,3,3,rotom,['levitate'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/240/
10009,rotom-wash,Electric,Water,3,3,rotom,['levitate'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/240/
10010,rotom-frost,Electric,Ice,3,3,rotom,['levitate'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/240/
10011,rotom-fan,Electric,Flying,3,3,rotom,['levitate'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/240/
10012,rotom-mow,Electric,Grass,3,3,rotom,['levitate'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/240/
10013,castform-sunny,Fire,,3,8,castform,['forecast'],grassland,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/179/
10014,castform-rainy,Water,,3,8,castform,['forecast'],grassland,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/179/
10015,castform-snowy,Ice,,3,8,castform,['forecast'],grassland,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/179/
10016,basculin-blue-striped,Water,,10,180,basculin,"['rock-head', 'adaptability', 'mold-breaker']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/280/
10017,darmanitan-zen,Fire,Psychic,13,929,darmanitan,"['sheer-force', 'zen-mode']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/282/
10018,meloetta-pirouette,Normal,Fighting,6,65,meloetta,['serene-grace'],,white,False,True,https://pokeapi.co/api/v2/evolution-chain/335/
10019,tornadus-therian,Flying,,14,630,tornadus,['regenerator'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/328/
10020,thundurus-therian,Electric,Flying,30,610,thundurus,['volt-absorb'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/329/
10021,landorus-therian,Ground,Flying,13,680,landorus,['intimidate'],,brown,True,False,https://pokeapi.co/api/v2/evolution-chain/332/
10022,kyurem-black,Dragon,Ice,33,3250,kyurem,['teravolt'],,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/333/
10023,kyurem-white,Dragon,Ice,36,3250,kyurem,['turboblaze'],,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/333/
10024,keldeo-resolute,Water,Fighting,14,485,keldeo,['justified'],,yellow,False,True,https://pokeapi.co/api/v2/evolution-chain/334/
10025,meowstic-female,Psychic,,6,85,meowstic,"['keen-eye', 'infiltrator', 'competitive']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/348/
10026,aegislash-blade,Steel,Ghost,17,530,aegislash,['stance-change'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/349/
10027,pumpkaboo-small,Ghost,Grass,3,35,pumpkaboo,"['pickup', 'frisk', 'insomnia']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/365/
10028,pumpkaboo-large,Ghost,Grass,5,75,pumpkaboo,"['pickup', 'frisk', 'insomnia']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/365/
10029,pumpkaboo-super,Ghost,Grass,8,150,pumpkaboo,"['pickup', 'frisk', 'insomnia']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/365/
10030,gourgeist-small,Ghost,Grass,7,95,gourgeist,"['pickup', 'frisk', 'insomnia']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/365/
10031,gourgeist-large,Ghost,Grass,11,140,gourgeist,"['pickup', 'frisk', 'insomnia']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/365/
10032,gourgeist-super,Ghost,Grass,17,390,gourgeist,"['pickup', 'frisk', 'insomnia']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/365/
10033,venusaur-mega,Grass,Poison,24,1555,venusaur,['thick-fat'],grassland,green,False,False,https://pokeapi.co/api/v2/evolution-chain/1/
10034,charizard-mega-x,Fire,Dragon,17,1105,charizard,['tough-claws'],mountain,red,False,False,https://pokeapi.co/api/v2/evolution-chain/2/
10035,charizard-mega-y,Fire,Flying,17,1005,charizard,['drought'],mountain,red,False,False,https://pokeapi.co/api/v2/evolution-chain/2/
10036,blastoise-mega,Water,,16,1011,blastoise,['mega-launcher'],waters-edge,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/3/
10037,alakazam-mega,Psychic,,12,480,alakazam,['trace'],urban,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/27/
10038,gengar-mega,Ghost,Poison,14,405,gengar,['shadow-tag'],cave,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/40/
10039,kangaskhan-mega,Normal,,22,1000,kangaskhan,['parental-bond'],grassland,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/53/
10040,pinsir-mega,Bug,Flying,17,590,pinsir,['aerilate'],forest,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/62/
10041,gyarados-mega,Water,Dark,65,3050,gyarados,['mold-breaker'],waters-edge,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/64/
10042,aerodactyl-mega,Rock,Flying,21,790,aerodactyl,['tough-claws'],mountain,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/71/
10043,mewtwo-mega-x,Psychic,Fighting,23,1270,mewtwo,['steadfast'],rare,purple,True,False,https://pokeapi.co/api/v2/evolution-chain/77/
10044,mewtwo-mega-y,Psychic,,15,330,mewtwo,['insomnia'],rare,purple,True,False,https://pokeapi.co/api/v2/evolution-chain/77/
10045,ampharos-mega,Electric,Dragon,14,615,ampharos,['mold-breaker'],grassland,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/89/
10046,scizor-mega,Bug,Steel,20,1250,scizor,['technician'],grassland,red,False,False,https://pokeapi.co/api/v2/evolution-chain/58/
10047,heracross-mega,Bug,Fighting,17,625,heracross,['skill-link'],forest,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/108/
10048,houndoom-mega,Dark,Fire,19,495,houndoom,['solar-power'],rough-terrain,black,False,False,https://pokeapi.co/api/v2/evolution-chain/118/
10049,tyranitar-mega,Rock,Dark,25,2550,tyranitar,['sand-stream'],mountain,green,False,False,https://pokeapi.co/api/v2/evolution-chain/126/
10050,blaziken-mega,Fire,Fighting,19,520,blaziken,['speed-boost'],grassland,red,False,False,https://pokeapi.co/api/v2/evolution-chain/131/
10051,gardevoir-mega,Psychic,Fairy,16,484,gardevoir,['pixilate'],urban,white,False,False,https://pokeapi.co/api/v2/evolution-chain/140/
10052,mawile-mega,Steel,Fairy,10,235,mawile,['huge-power'],cave,black,False,False,https://pokeapi.co/api/v2/evolution-chain/150/
10053,aggron-mega,Steel,,22,3950,aggron,['filter'],mountain,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/151/
10054,medicham-mega,Fighting,Psychic,13,315,medicham,['pure-power'],mountain,red,False,False,https://pokeapi.co/api/v2/evolution-chain/152/
10055,manectric-mega,Electric,,18,440,manectric,['intimidate'],grassland,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/153/
10056,banette-mega,Ghost,,12,130,banette,['prankster'],urban,black,False,False,https://pokeapi.co/api/v2/evolution-chain/181/
10057,absol-mega,Dark,,12,490,absol,['magic-bounce'],mountain,white,False,False,https://pokeapi.co/api/v2/evolution-chain/185/
10058,garchomp-mega,Dragon,Ground,19,950,garchomp,['sand-force'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/230/
10059,lucario-mega,Fighting,Steel,13,575,lucario,['adaptability'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/232/
10060,abomasnow-mega,Grass,Ice,27,1850,abomasnow,['snow-warning'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/239/
10061,floette-eternal,Fairy,,2,9,floette,"['flower-veil', 'symbiosis']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/344/
10062,latias-mega,Dragon,Psychic,18,520,latias,['levitate'],waters-edge,red,True,False,https://pokeapi.co/api/v2/evolution-chain/196/
10063,latios-mega,Dragon,Psychic,23,700,latios,['levitate'],waters-edge,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/197/
10064,swampert-mega,Water,Ground,19,1020,swampert,['swift-swim'],waters-edge,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/132/
10065,sceptile-mega,Grass,Dragon,19,552,sceptile,['lightning-rod'],forest,green,False,False,https://pokeapi.co/api/v2/evolution-chain/130/
10066,sableye-mega,Dark,Ghost,5,1610,sableye,['magic-bounce'],cave,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/149/
10067,altaria-mega,Dragon,Fairy,15,206,altaria,['pixilate'],forest,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/168/
10068,gallade-mega,Psychic,Fighting,16,564,gallade,['inner-focus'],,white,False,False,https://pokeapi.co/api/v2/evolution-chain/140/
10069,audino-mega,Normal,Fairy,15,320,audino,['healer'],,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/271/
10070,sharpedo-mega,Water,Dark,25,1303,sharpedo,['strong-jaw'],sea,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/160/
10071,slowbro-mega,Water,Psychic,20,1200,slowbro,['shell-armor'],waters-edge,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/33/
10072,steelix-mega,Steel,Ground,105,7400,steelix,['sand-force'],cave,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/41/
10073,pidgeot-mega,Normal,Flying,22,505,pidgeot,['no-guard'],forest,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/6/
10074,glalie-mega,Ice,,21,3502,glalie,['refrigerate'],cave,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/186/
10075,diancie-mega,Rock,Fairy,11,278,diancie,['magic-bounce'],,pink,False,True,https://pokeapi.co/api/v2/evolution-chain/371/
10076,metagross-mega,Steel,Psychic,25,9429,metagross,['tough-claws'],rough-terrain,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/192/
10077,kyogre-primal,Water,,98,4300,kyogre,['primordial-sea'],sea,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/198/
10078,groudon-primal,Ground,Fire,50,9997,groudon,['desolate-land'],rough-terrain,red,True,False,https://pokeapi.co/api/v2/evolution-chain/199/
10079,rayquaza-mega,Dragon,Flying,108,3920,rayquaza,['delta-stream'],rare,green,True,False,https://pokeapi.co/api/v2/evolution-chain/200/
10080,pikachu-rock-star,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10081,pikachu-belle,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10082,pikachu-pop-star,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10083,pikachu-phd,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10084,pikachu-libre,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10085,pikachu-cosplay,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10086,hoopa-unbound,Psychic,Dark,65,4900,hoopa,['magician'],,purple,False,True,https://pokeapi.co/api/v2/evolution-chain/372/
10087,camerupt-mega,Fire,Ground,25,3205,camerupt,['sheer-force'],mountain,red,False,False,https://pokeapi.co/api/v2/evolution-chain/162/
10088,lopunny-mega,Normal,Fighting,13,283,lopunny,['scrappy'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/220/
10089,salamence-mega,Dragon,Flying,18,1126,salamence,['aerilate'],rough-terrain,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/191/
10090,beedrill-mega,Bug,Poison,14,405,beedrill,['adaptability'],forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/5/
10091,rattata-alola,Dark,Normal,3,38,rattata,"['gluttony', 'hustle', 'thick-fat']",grassland,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/7/
10092,raticate-alola,Dark,Normal,7,255,raticate,"['gluttony', 'hustle', 'thick-fat']",grassland,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/7/
10093,raticate-totem-alola,Dark,Normal,14,1050,raticate,"['gluttony', 'hustle', 'thick-fat']",grassland,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/7/
10094,pikachu-original-cap,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10095,pikachu-hoenn-cap,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10096,pikachu-sinnoh-cap,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10097,pikachu-unova-cap,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10098,pikachu-kalos-cap,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
